000005-053194-2013/01/05-07:00:08	60c26c2db7	cards/000005/files/53194_ruby_44732.zip
000005-053194-2012/01/11-07:00:07	a964402d9b	cards/000005/files/53194_ruby_44732.zip
000005-053194-2011/11/05-07:00:08	536e78ec2b	cards/000005/files/53194_ruby_44732.zip
000005-055215-2013/02/12-07:00:07	58e8984c56	cards/000005/files/55215_ruby_49076.zip
000005-055216-2013/02/12-07:00:07	58e8984c56	cards/000005/files/55216_ruby_49074.zip
000005-055217-2013/02/12-07:00:07	58e8984c56	cards/000005/files/55217_ruby_49075.zip
000005-000005-2011/05/02-13:29:47	0828288bd1	cards/000005/files/5_ruby_21311.zip
000006-001868-2011/05/02-13:29:47	0828288bd1	cards/000006/files/1868_ruby_22436.zip
000006-001869-2011/05/02-13:29:47	0828288bd1	cards/000006/files/1869_ruby_33306.zip
000006-003310-2011/05/02-13:29:47	0828288bd1	cards/000006/files/3310_ruby_8278.zip
000006-003311-2011/05/02-13:29:47	0828288bd1	cards/000006/files/3311_ruby_7023.zip
000006-000382-2011/05/02-13:29:47	0828288bd1	cards/000006/files/382_ruby_22429.zip
000006-000383-2011/05/02-13:29:47	0828288bd1	cards/000006/files/383_ruby_22434.zip
000006-000384-2011/05/02-13:29:47	0828288bd1	cards/000006/files/384_ruby_22427.zip
000006-004627-2011/05/02-13:29:47	0828288bd1	cards/000006/files/4627_ruby_17006.zip
000006-046659-2011/05/02-13:29:47	0828288bd1	cards/000006/files/46659_ruby_25028.zip
000006-047064-2011/05/02-13:29:47	0828288bd1	cards/000006/files/47064_txt_31250.zip
000006-000901-2011/05/02-13:29:47	0828288bd1	cards/000006/files/901_ruby_16058.zip
000008-001083-2011/05/02-13:29:47	0828288bd1	cards/000008/files/1083_ruby.zip
000008-001083-2014/07/28-07:00:02	47c64adaeb	cards/000008/files/1083_ruby_3812.zip
000008-001083-2014/05/14-07:00:01	effa6bc377	cards/000008/files/1083_ruby_3812.zip
000008-018327-2011/05/02-13:29:47	0828288bd1	cards/000008/files/18327_ruby_19202.zip
000008-002688-2011/05/02-13:29:47	0828288bd1	cards/000008/files/2688_ruby_20887.zip
000008-000407-2011/05/02-13:29:47	0828288bd1	cards/000008/files/407_ruby_20885.zip
000008-047357-2018/09/18-07:00:02	d03674051c	cards/000008/files/47357_ruby_65438.zip
000008-047357-2018/08/29-07:00:04	0fe792e203	cards/000008/files/47357_ruby_65438.zip
000008-047357-2018/08/17-07:00:02	52dc0cfbf9	cards/000008/files/47357_ruby_65438.zip
000008-047361-2011/05/02-13:29:47	0828288bd1	cards/000008/files/47361_ruby_37823.zip
000008-047374-2011/05/02-13:29:47	0828288bd1	cards/000008/files/47374_ruby_39190.zip
000008-047382-2011/05/02-13:29:47	0828288bd1	cards/000008/files/47382_ruby_37824.zip
000008-047383-2011/05/02-13:29:47	0828288bd1	cards/000008/files/47383_ruby_37825.zip
000008-047384-2011/05/02-13:29:47	0828288bd1	cards/000008/files/47384_ruby_39191.zip
000008-000697-2011/05/02-13:29:47	0828288bd1	cards/000008/files/697_ruby_20889.zip
000008-000007-2011/05/02-13:29:47	0828288bd1	cards/000008/files/7_ruby_20893.zip
000009-042929-2011/05/02-13:29:47	0828288bd1	cards/000009/files/42929_ruby_15737.zip
000009-043028-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43028_ruby_15448.zip
000009-043056-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43056_ruby_16830.zip
000009-043471-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43471_ruby_16500.zip
000009-043497-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43497_ruby_16274.zip
000009-043498-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43498_ruby_16423.zip
000009-043522-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43522_ruby_16831.zip
000009-043523-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43523_ruby_17190.zip	
000009-043524-2011/05/02-13:29:47	0828288bd1	cards/000009/files/43524_ruby_16422.zip	
000009-045340-2011/05/02-13:29:47	0828288bd1	cards/000009/files/45340_ruby_18659.zip	
000009-050711-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50711_ruby_36968.zip	npd
000009-050712-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50712_ruby_36970.zip	npd
000009-050714-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50714_ruby_36987.zip	npd
000009-050715-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50715_ruby_36989.zip	npd
000009-050716-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50716_ruby_36991.zip	npd
000009-050717-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/50717_ruby_36993.zip	npd
000009-054910-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/54910_ruby_47217.zip	npd
000009-054911-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/54911_ruby_47219.zip	npd
000009-054912-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/54912_ruby_47221.zip	npd
000009-054913-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/54913_ruby_47223.zip	npd
000009-055881-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/55881_ruby_50043.zip	npd
000009-057322-2015/08/15-07:00:02	a328215a30	cards/000009/files/57322_ruby_57271.zip	npd
000009-057322-2015/08/14-07:00:02	829b33725c	cards/000009/files/57322_ruby_57271.zip	npd
000009-000008-2014/04/04-07:00:33	84a87d2b2e	cards/000009/files/8_ruby_31219.zip	npd
000011-000450-2011/05/02-13:29:47	0828288bd1	cards/000011/files/450_txt_21031.zip	
000011-000889-2011/05/02-13:29:47	0828288bd1	cards/000011/files/889_ruby_20332.zip	
000011-000899-2011/05/02-13:29:47	0828288bd1	cards/000011/files/899_ruby_1607.zip	
000011-000009-2011/05/02-13:29:47	0828288bd1	cards/000011/files/9_ruby_20330.zip	
000012-001092-2011/05/02-13:29:47	0828288bd1	cards/000012/files/1092_ruby_20970.zip	
000012-000010-2011/05/02-13:29:47	0828288bd1	cards/000012/files/10_ruby_20387.zip	
000012-000198-2011/11/28-07:00:07	9990cbb986	cards/000012/files/198_ruby_20962.zip	
000012-000198-2011/05/02-13:29:47	0828288bd1	cards/000012/files/198_ruby_20962.zip	
000012-000223-2011/05/02-13:29:47	0828288bd1	cards/000012/files/223_ruby_2389.zip	
000012-024448-2011/05/02-13:29:47	0828288bd1	cards/000012/files/24448_ruby_11788.zip	
000012-002585-2011/05/02-13:29:47	0828288bd1	cards/000012/files/2585_ruby_20968.zip	
000012-000002-2011/05/02-13:29:47	0828288bd1	cards/000012/files/2_ruby_20958.zip	
000012-033200-2011/05/02-13:29:47	0828288bd1	cards/000012/files/33200_ruby_11851.zip	
000012-000378-2011/05/02-13:29:47	0828288bd1	cards/000012/files/378_ruby_20972.zip	
000012-004316-2011/05/02-13:29:47	0828288bd1	cards/000012/files/4316_ruby_20976.zip	
000012-000435-2011/05/02-13:29:47	0828288bd1	cards/000012/files/435_ruby_20960.zip	
000012-048628-2011/05/02-13:29:47	0828288bd1	cards/000012/files/48628_ruby_33071.zip	
000013-000011-2012/10/27-07:00:06	9e445d33ce	cards/000013/files/11_ruby_20061.zip	
000013-000011-2011/05/02-13:29:47	0828288bd1	cards/000013/files/11_ruby_20061.zip	
000013-000542-2011/05/02-13:29:47	0828288bd1	cards/000013/files/542_ruby.zip	
000013-000542-2011/05/02-13:29:47	0828288bd1	cards/000013/files/542_ruby_471.zip	
000013-000542-2011/05/02-13:29:47	0828288bd1	cards/000013/files/542_txt.zip	
